city,lat,lng
Garoua,9.3,13.39
Guider,9.9304,13.94
Tibati,6.467,12.6333
Foumban,5.7304,10.9
Bamenda,5.96,10.15
Lupanshui,26.5944,104.8333
Fengcheng,28.2004,115.77
Yulin,22.63,110.15
Shishou,29.7004,112.4
Yantai,37.5304,121.4
Yishui,35.7904,118.62
Zibo,36.8,118.05
Shanghai,31.2165,121.4365
Weifang,36.7204,119.1001
Yongzhou,26.2304,111.62
Zunyi,27.7,106.92
Wuyuan,41.0896,108.2722
Shuangcheng,45.3503,126.28
Shijianzhuang,38.05,114.48
Qinhuangdao,39.9304,119.62
Guangshui,31.6204,114
Nanchang,28.68,115.88
Nehe,48.49,124.88
Shangqiu,34.4504,115.65
Hengshui,37.72,115.7
Xiaogan,30.9204,113.9
Xiangtan,27.8504,112.9
Xian,34.275,108.895
Tianjin,39.13,117.2
Daqing,46.58,125
Taian,36.2,117.1201
Nangong,37.3704,115.37
Shizuishan,39.2333,106.769
Changsha,28.2,112.97
Panshi,42.9426,126.0561
Jilin,43.85,126.55
Macheng,31.18,115.03
Mishan,45.5504,131.88
Hengyang,26.88,112.59
Keshan,48.0263,125.866
Haikou,20.05,110.32
Hohhot,40.82,111.66
Xinyang,32.1304,114.07
Lhasa,29.645,91.1
Huinan,42.6229,126.2614
Zaozhuang,34.88,117.57
Laiwu,36.2004,117.66
Suzhou,33.6361,116.9789
Xiantao,30.3704,113.44
Kunming,25.07,102.68
Yiyang,28.6004,112.33
Bugt,48.7838,121.9334
Fujin,47.2704,132.02
Chengdu,30.67,104.07
Dunhua,43.3505,128.22
Manzhouli,49.6,117.43
Fuyang,32.9004,115.82
Xingyi,25.0904,104.89
Harbin,45.75,126.65
Danjiangkou,32.52,111.5
Cangzhou,38.3204,116.87
Fuxin,42.0105,121.66
Anshun,26.2504,105.93
Minxian,34.4362,104.0306
Nanning,22.82,108.32
Zhangjiakou,40.83,114.93
Baotou,40.6522,109.822
Zhengzhou,34.755,113.6651
Huainan,32.63,116.98
Tongren,27.6804,109.13
Hancheng,35.4704,110.43
Huaiyin,33.58,119.03
Jieshou,33.2504,115.35
Zicheng,30.3004,111.5
Beihai,21.4804,109.1
Shanxian,34.7904,116.08
Linyi,35.08,118.33
Shuangyashan,46.6704,131.35
Yishan,24.5004,108.6667
Puqi,29.7204,113.88
Fuyu,45.1804,124.82
Maoming,21.9204,110.87
Weinan,34.5004,109.5001
Dali,34.7953,109.9378
Shache,38.4261,77.25
Tangshan,39.6243,118.1944
Jianmen,30.6501,113.16
Zhuozhou,39.5401,115.79
Zhaotang,27.3204,103.72
Pingxiang,22.0974,106.7567
Linfen,36.0803,111.52
Jiutai,44.1447,125.8443
Dunhuang,40.1427,94.662
Laiyang,36.9684,120.7084
Guiyang,26.58,106.72
Fuzhou,26.08,119.3
Bengbu,32.95,117.33
Chuxiong,25.0364,101.5456
Hebi,35.9504,114.22
Shuyang,34.1299,118.7734
Jining,35.4004,116.55
Buizhou,37.3704,118.02
Langfang,39.5204,116.68
Dingzhou,38.5004,115
Baoding,38.8704,115.48
Hangu,39.232,117.777
Liaoyuan,42.9,125.13
Yanji,42.8823,129.5128
Xuanzhou,30.9525,118.7553
Guangyuan,32.43,105.87
Tongling,30.9504,117.78
Changling,44.27,123.99
Nongan,44.4304,125.1701
Gejiu,23.38,103.1501
Mengzi,23.3619,103.4061
Luzhou,28.88,105.38
Tengchong,25.0333,98.4666
Huize,26.3504,103.4167
Zhanyi,25.6005,103.8166
Liuhe,42.2789,125.7173
Deyang,31.1333,104.4
Yibin,28.77,104.57
Zhijiang,27.4409,109.678
Shaoyang,27,111.2001
Yueyang,29.3801,113.1
Neijiang,29.5804,105.05
Langzhong,31.5759,105.9656
Xichang,27.88,102.3
Wenshan,23.3724,104.2497
Xuzhou,34.28,117.18
Zigong,29.4,104.78
Mianyang,31.47,104.77
Shaowu,27.3004,117.5
Suining,30.5333,105.5333
Panzhihua,26.55,101.73
Nanchong,30.7804,106.13
Tonghua,41.68,125.75
Shaoguan,24.8,113.58
Chaozhou,23.68,116.63
Meizhou,24.3005,116.12
Xiamen,24.45,118.08
Zhangzhou,24.5204,117.67
Zhuhai,22.2769,113.5678
Putian,25.4303,119.02
Foshan,23.0301,113.12
Dongguan,23.0489,113.7447
Zhanjiang,21.2,110.38
Jiangmen,22.5804,113.08
Huizhou,23.08,114.4
Qingyuan,23.7004,113.0301
Heyuan,23.7304,114.68
Quanzhou,24.9,118.58
Longyan,25.1804,117.03
Sanming,26.23,117.58
Wuzhou,23.48,111.32
Zhaoqing,23.0504,112.45
Wangqing,43.3248,129.7343
Shenzhen,22.5524,114.1221
Guilin,25.28,110.28
Liuzhou,24.28,109.25
Yuxi,24.38,102.57
Shantou,23.37,116.67
Nanping,26.6304,118.17
Pingdingshan,33.7304,113.3
Ningbo,29.88,121.55
Nanyang,33.0004,112.53
Longxi,35.0476,104.6394
Linjiang,41.8363,126.936
Changting,25.867,116.3167
Jiujiang,29.73,115.98
Helong,42.5348,129.0044
Chifeng,42.27,118.95
Yichun,27.8333,114.4
Jian,27.1304,115
Anlu,31.27,113.67
Shaoxing,30.0004,120.57
Shashi,30.32,112.23
Huangshi,30.22,115.1
Sanya,18.2591,109.504
Shangrao,28.4704,117.97
Bose,23.8997,106.6133
Simao,22.7807,100.9782
Wuhan,30.58,114.27
Yichang,30.7,111.28
Jingdezhen,29.2704,117.18
Shiyan,32.57,110.78
Lianyungang,34.6004,119.17
Tongliao,43.62,122.27
Kailu,43.5837,121.2
Xiangfan,32.02,112.13
Jinshi,29.6321,111.8517
Xilinhot,43.9443,116.0443
Jincheng,35.5004,112.83
Jining,41.03,113.08
Yangquan,37.87,113.57
Ergun Zuoqi,50.7833,121.5167
Shuozhou,39.3004,112.42
Anxi,40.5004,95.8
Pingdu,36.7904,119.94
Jinan,36.675,116.995
Yuci,37.6804,112.73
Pingyi,35.5104,117.62
Guangzhou,23.145,113.325
Xigaze,29.25,88.8833
Changde,29.03,111.68
Datong,40.08,113.3
Luoyang,34.68,112.4701
Shulan,44.4091,126.9487
Changchun,43.865,125.34
Daan,45.5,124.3
Huanghua,38.3704,117.33
Handan,36.58,114.48
Chengde,40.9604,117.93
Tumen,42.97,129.8201
Bayan Obo,41.7676,109.9711
Alxa Zuoqi,38.839,105.6686
Bairin Zuoqi,43.9837,119.1834
Linxi,43.5171,118.0333
Jiaozuo,35.25,113.22
Tianshui,34.6,105.92
Taiyuan,37.875,112.5451
Hulin,45.769,132.9922
Yunxian,32.8082,110.8136
Chamdo,31.1667,97.2333
Beijing,39.9289,116.3883
Wuxi,31.58,120.3
Longjiang,47.3404,123.18
Maanshan,31.7304,118.48
Shangdu,41.5494,113.5339
Changping,40.2248,116.1944
Hanggin Houqi,40.8847,107.14
Changzhou,31.78,119.97
Fengjie,31.0504,109.5167
Weihai,37.5,122.1
Wuhu,31.3504,118.37
Gannan,47.9204,123.51
Jingmen,31.0304,112.1
Arxan,47.1833,119.9666
Orongen Zizhiqi,50.5667,123.7167
Qingan,46.8719,127.5118
Dali,25.7,100.18
Baoshan,25.12,99.15
Lijiang,26.8,100.2666
Yakeshi,49.2804,120.73
Tailai,46.3904,123.41
Baiquan,47.6018,126.0819
Hailar,49.2,119.7
Guide,36.0451,101.4242
Wanzhou,30.82,108.4
Rongzhag,30.9504,101.9167
Baishan,41.9,126.43
Jyekundo,33.0166,96.7333
Jixi,45.3,130.97
Xinyu,27.8,114.93
Boli,45.7564,130.5759
Wuchuan,41.0955,111.4408
Xinqing,48.2363,129.5059
Linxia,35.6,103.2
Anda,46.4,125.32
Nancha,47.1364,129.2859
Shihezi,44.3,86.0299
Yichun,47.6999,128.9
Lanxi,46.2664,126.276
Jiamusi,46.83,130.35
Suileng,47.246,127.106
Suihua,46.6304,126.98
Zhaodong,46.0804,125.98
Hailun,47.4504,126.93
Zhuzhou,27.83,113.15
Nenjiang,49.18,125.23
Qinggang,46.69,126.1
Ningan,44.3313,129.4659
Yian,47.8804,125.3
Mudangiang,44.575,129.59
Golmud,36.4166,94.8833
Jiayuguan,39.82,98.3
Pingxiang,27.62,113.85
Gyangze,28.95,89.6333
Zhucheng,35.99,119.3801
Zalantun,48,122.72
Shangzhi,45.2204,127.97
Linkou,45.2819,130.2519
Pingliang,35.5304,106.6801
Zhangye,38.93,100.45
Angangxi,47.1601,123.8
Tieli,46.9504,128.05
Nagchu,31.48,92.05
Ganzhou,25.92,114.95
Hegang,47.4,130.37
Qinzhou,21.9504,108.62
Beian,48.239,126.482
Yangjiang,21.8504,111.97
Huaibei,33.9504,116.75
Wuhai,39.6647,106.8122
Zixing,25.97,113.4
Anqing,30.5,117.05
Yaan,29.9804,103.08
Urumqi,43.805,87.575
Lianxian,24.7815,112.3825
Wuwei,37.928,102.641
Luan,31.7503,116.48
Altay,47.8666,88.1166
Qingdao,36.09,120.33
Liaocheng,36.4304,115.97
Heihe,50.25,127.446
Leshan,29.5671,103.7333
Fulin,29.35,102.7167
Erenhot,43.6616,111.9655
Puyang,35.7004,114.98
Yancheng,33.3856,120.1253
Kashgar,39.4763,75.9699
Dezhou,37.4504,116.3
Xiangtai,37.05,114.5
Rizhao,35.4304,119.45
Heze,35.23,115.45
Gar,32.2004,79.9833
Jiaohe,43.7163,127.346
Hechi,23.0965,109.6091
Xuanhua,40.5944,115.0243
Anyang,36.08,114.35
Kaifeng,34.85,114.35
Dengzhou,32.6804,112.08
Xuchang,34.0204,113.82
Xinxiang,35.3204,113.87
Nyingchi,29.5333,94.4167
Yumen,39.83,97.73
Luohe,33.57,114.03
Zhoukou,33.6304,114.63
Jinchang,38.4957,102.1739
Korla,41.73,86.15
Aksu,41.15,80.25
Hami,42.827,93.515
Kuqa,41.7277,82.9364
Turpan,42.9354,89.165
Quiemo,38.1338,85.5333
Linchuan,27.9703,116.36
Linqing,36.8504,115.68
Koktokay,47.0004,89.4666
Jinxi,40.7503,120.83
Chongqing,29.565,106.595
Xining,36.62,101.77
Lanzhou,36.056,103.792
Yinchuan,38.468,106.273
Hefei,31.85,117.28
Ankang,32.68,109.02
Jiexiu,37.04,111.9
Xianyang,34.3456,108.7147
Yulin,38.2833,109.7333
Fengzhen,40.4547,113.1443
Baoji,34.38,107.15
Tongchuan,35.08,109.03
Hanzhong,33.13,107.03
Xinzhou,38.4104,112.72
Changzhi,36.1839,113.1053
Houma,35.62,111.21
Hulan Ergi,47.21,123.61
Xinyi,34.38,118.35
Qiqihar,47.345,123.99
Taonan,45.3304,122.78
Baicheng,45.62,122.82
Ulanhot,46.08,122.08
Qitaihe,45.8,130.85
Chenzhou,25.8004,113.0301
Nanjing,32.05,118.78
Nantong,32.0304,120.825
Yangzhou,32.4,119.43
Zhenjiang,32.22,119.43
Taizhou,32.4904,119.9
Suzhou,31.3005,120.62
Jiaojing,28.6804,121.45
Jiaxing,30.7704,120.75
Hangzhou,30.25,120.17
Huzhou,30.8704,120.1
Huangyan,28.65,121.25
Linhai,28.85,121.12
Wenzhou,28.02,120.6501
Jinhua,29.12,119.65
Lishui,28.4504,119.9
Quzhou,28.9704,118.87
Fuyang,30.0533,119.9519
Wafangdian,39.6259,121.996
Zhuanghe,39.6823,122.9619
Dalian,38.9228,121.6298
Siping,43.17,124.33
Benxi,41.3304,123.75
Liaoyang,41.28,123.18
Yingkow,40.6703,122.28
Dandong,40.1436,124.3936
Huanren,41.2563,125.346
Beipiao,41.81,120.76
Anshan,41.115,122.94
Lingyuan,41.24,119.4011
Chaoyang,41.5504,120.42
Jinzhou,41.1204,121.1
Fushun,41.8654,123.87
Tieling,42.3004,123.82
Shenyeng,41.805,123.45
Hotan,37.0997,79.9269
Yining,43.9,81.35
Karamay,45.5899,84.8599
Tacheng,46.75,82.95
Ninde,26.6804,119.5301
Fuan,27.0704,119.62
Sincelejo,9.2904,-75.38
Quibdo,5.6904,-76.66
Leticia,-4.22,-69.94
Inirida,3.854,-67.9061
Pasto,1.2136,-77.2811
Ibague,4.4389,-75.2322
Cali,3.4,-76.5
Barranquilla,10.96,-74.8
Tolu,9.5358,-75.572
Yarumal,7.0306,-75.5905
Riohacha,11.5403,-72.91
Pereira,4.8104,-75.68
Armenia,4.5343,-75.6811
Cartagena,10.3997,-75.5144
Tunja,5.5504,-73.37
Tumaco,1.81,-78.81
Puerto Carreno,6.185,-67.493
Arauca,7.0907,-70.7616
Neiva,2.931,-75.3302
Villavicencio,4.1533,-73.635
Mocoa,1.15,-76.63
Medellin,6.275,-75.575
Yopal,5.347,-72.406
San Jose del Guaviare,2.57,-72.64
Valledupar,10.48,-73.25
Bucaramanga,7.1301,-73.1259
Monteria,8.7575,-75.89
Cucuta,7.92,-72.52
Bogota,4.5964,-74.0833
Santa Marta,11.2472,-74.2017
Manizales,5.06,-75.52
Florencia,1.6104,-75.62
Mitu,1.1983,-70.1736
Popayan,2.42,-76.61
Turbo,8.1004,-76.74
Puerto Berrio,6.4804,-74.42
San Vicente del Caguan,2.0704,-74.64
Nuqui,5.6852,-77.2745
Jurado,7.1217,-77.7564
San Andres,12.5621,-81.6903
Bello,6.33,-75.57
Sonson,5.7166,-75.3166
Soledad,10.92,-74.77
Sabanalarga,10.64,-74.92
Orocue,4.7946,-71.34
Tame,6.4603,-71.74
Chiquinquira,5.6204,-73.8199
Guapi,2.5604,-77.86
Duitama,5.8305,-73.02
Sogamoso,5.72,-72.94
Cartago,4.75,-75.91
Arjona,10.26,-75.35
El Carmen de Bolivar,9.7204,-75.13
Magangue,9.23,-74.74
Tulua,4.0904,-76.21
Buenaventura,3.8724,-77.0505
Barrancabermeja,7.09,-73.85
Honda,5.1903,-74.75
Lorica,9.2419,-75.816
Ayapel,8.3304,-75.15
Girardot,4.31,-74.81
Ocana,8.2404,-73.35
Pamplona,7.3904,-72.66
San Martin,3.6904,-73.69
Puerto Lopez,4.09,-72.96
Garzon,2.2104,-75.65
El Banco,9.0003,-73.98
Campoalegre,2.69,-75.33
Tuquerres,1.09,-77.6199
Ipiales,0.8304,-77.65
Cienaga,11.0104,-74.25
Socorro,6.4603,-73.27
San Jose,9.935,-84.0841
Sixaola,9.5204,-82.62
Alajuela,10.02,-84.23
Canas,10.43,-85.1
La Cruz,11.0704,-85.63
Cartago,9.87,-83.93
Liberia,10.6338,-85.4333
Heredia,9.992,-84.12
Puerto Limon,10,-83.0333
Ciudad Cortes,8.9604,-83.53
Golfito,8.65,-83.15
Quesada,10.3305,-84.44
Puntarenas,9.9702,-84.8336
Havana,23.132,-82.3642
Guines,22.8361,-82.028
San Antonio de los Banos,22.8911,-82.4991
Colon,22.7196,-80.9058
Placetas,22.3158,-79.6555
Sagua la Grande,22.809,-80.0711
Manzanillo,20.3438,-77.1166
Moron,22.1099,-78.6275
Caibarien,22.5158,-79.4722
Artemisa,22.8134,-82.7619
Bayamo,20.3795,-76.6433
Camaguey,21.3808,-77.9169
Ciego de Avila,21.84,-78.7619
Cienfuegos,22.1444,-80.4403
Guantanamo,20.1453,-75.2061
Holguin,20.8872,-76.2631
Matanzas,23.0415,-81.5775
Nueva Gerona,21.8837,-82.8
Pinar del Rio,22.4175,-83.6981
San Jose de las Lajas,22.9614,-82.1511
Sancti Spiritus,21.9301,-79.4425
Santa Clara,22.4,-79.9667
Santiago de Cuba,20.025,-75.8213
Las Tunas,20.9601,-76.9544
Banes,20.9629,-75.7186
Palma Soriano,20.2172,-75.9988
Nuevitas,21.5456,-77.2644
Vila da Ribeira Brava,16.6167,-24.3
Tarrafal,16.5667,-24.3667
Vila do Maio,15.1333,-23.2167
Vila Nova Sintra,14.8667,-24.7167
Porto dos Mosteiros,15.0333,-24.3333
Sao Domingos,15.0167,-23.5667
Picos,15.0833,-23.65
Santa Maria,16.6,-22.9
Sao Filipe,14.9,-24.5167
Tarrafal,15.2833,-23.7667
Praia,14.9167,-23.5167
Assomada,15.1,-23.6833
Cidade Velha,14.9167,-23.6167
Cova Figueira,14.8833,-24.3
Mindelo,16.8838,-25
Porto Novo,17.0254,-25.0666
Ribeira Grande,17.1856,-25.0724
Pombas,17.1503,-25.0201
Calheta de Sao Miguel,15.1833,-23.6
Vila de Sal Rei,16.1833,-22.9167
Willemstad,12.2004,-69.02
Flying Fish Cove,-10.4167,105.7167
Lemosos,34.6754,33.0333
Famagusta,35.1205,33.9389
Larnaka,34.917,33.636
Kyrenia,35.3363,33.3173
Paphos,34.7559,32.4225
Nicosia,35.1667,33.3666
Usti Nad Labem,50.663,14.081
Pardubice,50.0404,15.76
Jihlava,49.4004,15.5833
Liberec,50.8,15.08
Prague,50.0833,14.466
Brno,49.2004,16.61
Pizen,49.7404,13.36
Ceske Budejovice,48.98,14.46
Karlovy Vary,50.237,12.875
Ostrava,49.8304,18.25
Olomouc,49.63,17.25
Hradec Kralove,50.206,15.812
Zlin,49.2304,17.65
Berlin,52.5218,13.4015
Cologne,50.93,6.95
Munich,48.1299,11.575
Potsdam,52.4004,13.07
Kiel,54.3304,10.13
Wiesbaden,50.0804,8.25
Magdeburg,52.1304,11.62
Bremen,53.08,8.8
Hannover,52.367,9.7167
Dusseldorf,51.2204,6.78
Saarbrucken,49.2504,6.97
Schwerin,53.6333,11.4167
Hamburg,53.55,10
Stuttgart,48.78,9.2
Dresden,51.05,13.75
Erfurt,50.9701,11.03
Mainz,49.9825,8.2732
Rostock,54.0704,12.15
Kassel,51.3,9.5
Dortmund,51.53,7.45
Duisburg,51.43,6.75
Essen,51.45,7.0166
Bonn,50.7205,7.08
Bielefeld,52.03,8.53
Lubeck,53.8704,10.67
Flensburg,54.7837,9.4333
Emden,53.3667,7.2167
Wuppertal,51.25,7.17
Munster,51.9704,7.62
Osnabruck,52.2804,8.05
Gottingen,51.5204,9.92
Oldenburg,53.13,8.22
Stralsund,54.3004,13.1
Braunschweig,52.25,10.5
Bremerhaven,53.5504,8.58
Freiburg,48.0004,7.8699
Karlsruhe,49,8.4
Heidelberg,49.42,8.7
Ingolstadt,48.7704,11.45
Passau,48.567,13.4666
Rosenheim,47.8503,12.1333
Augsburg,48.35,10.9
Regensburg,49.0204,12.12
Wurzburg,49.8004,9.95
Coburg,50.2666,10.9666
Hof,50.317,11.9167
Ulm,48.4004,10
Nurnberg,49.45,11.08
Furth,49.47,11
Giessen,50.5837,8.65
Mannheim,49.5004,8.47
Frankfurt,50.1,8.675
Koblenz,50.3505,7.6
Chemnitz,50.83,12.92
Cottbus,51.7704,14.33
Jena,50.9304,11.58
Gera,50.8704,12.07
Leipzig,51.3354,12.41
Tadjoura,11.7833,42.9
Arta,11.5264,42.8519
Ali Sabih,11.1562,42.7125
Dikhil,11.104,42.372
Djibouti,11.595,43.148
Obock,11.9734,43.2856
Vejle,55.709,9.535
Hillerod,55.9333,12.3167
Kobenhavn,55.6786,12.5635
Viborg,56.4333,9.4
Soro,55.433,11.5667
Roskilde,55.65,12.0833
Odense,55.4004,10.3833
Svendborg,55.0704,10.6167
Esbjerg,55.467,8.45
Aarhus,56.1572,10.2107
Aalborg,57.0337,9.9166
Frederikshavn,57.4337,10.5333
Roseau,15.301,-61.387
El Seibo,18.764,-69.035
Cotui,19.059,-70.152
Pedernales,18.038,-71.741
Neiba,18.4666,-71.4166
Jimani,18.493,-71.851
Comendador,18.876,-71.707
Monte Cristi,19.867,-71.65
Sabaneta,19.505,-71.345
Dajabon,19.548,-71.705
Puerto Plata,19.7902,-70.6902
Moca,19.397,-70.523
Samana,19.212,-69.332
Higuey,18.616,-68.708
Monte Plata,18.807,-69.784
Hato Mayor,18.764,-69.257
Nagua,19.376,-69.847
Salcedo,19.383,-70.4167
Azua,18.454,-70.729
Bani,18.28,-70.331
Bonao,18.942,-70.409
San Francisco de Macoris,19.3,-70.25
Mao,19.552,-71.075
Santo Domingo Este,18.4885,-69.8571
San Cristobal,18.416,-70.109
La Romana,18.417,-68.9666
Santiago,19.5,-70.67
Santo Domingo,18.4701,-69.9001
La Vega,19.2166,-70.5166
San Juan,18.807,-71.229
Barahona,18.2004,-71.1
San Pedro de Macoris,18.4504,-69.3
Bavaro,18.717,-68.45
Beni Ounif,32.0493,-1.2514
Algiers,36.7631,3.0506
Hassi Messaoud,31.7023,6.0545
Touggourt,33.1,6.06
Djanet,24.5529,9.4823
I-n-Amenas,28.0503,9.55
El Golea,30.5666,2.8833
In Amguel,23.6939,5.1647
Reggane,26.7,0.1666
I-n-Salah,27.2166,2.4666
Timimoun,29.2365,0.27
Sefra,32.7604,-0.5799
Abadla,31.0171,-2.7333
Oum el Bouaghi,35.85,7.15
Souk Ahras,36.2904,7.95
Illizi,26.4834,8.4666
Tissemsilt,35.6072,1.8108
Tindouf,27.6742,-8.1478
Tamanrasset,22.785,5.5228
Ouargla,31.97,5.34
Msila,35.7,4.545
Guelma,36.466,7.428
El Oued,33.3704,6.86
Bordj Bou Arreridj,36.059,4.63
Annaba,36.92,7.76
Ain Temouchent,35.2975,-1.1404
Ain Defla,36.2641,1.9679
Adrar,27.87,-0.29
Batna,35.57,6.17
Bechar,31.6111,-2.23
Bejaia,36.7604,5.07
Biskra,34.86,5.73
Blida,36.4203,2.83
Bouira,36.3805,3.9
Boumerdes,36.759,3.4748
Chlef,36.1704,1.32
Constantine,36.36,6.5999
Djelfa,34.68,3.25
El Bayadh,33.6904,1.01
El Tarf,36.7672,8.3138
Ghardaia,32.49,3.67
Jijel,36.822,5.766
Khenchela,35.4358,7.1433
Laghouat,33.81,2.88
Mascara,35.4004,0.14
Medea,36.2704,2.77
Mila,36.4503,6.2644
Mostaganem,35.9404,0.09
Naama,33.2667,-0.3167
Oran,35.71,-0.62
Relizane,35.7373,0.556
Saida,34.8404,0.14
Setif,36.18,5.4
Sidi bel Abbes,35.1903,-0.64
Skikda,36.8804,6.9
Tebessa,35.4104,8.12
Tiarat,35.3804,1.32
Tipasa,36.5897,2.4475
Tizi-Ouzou,36.8,4.0333
Tlimcen,34.8904,-1.32
Valdez,1.2671,-78.9855
Pinas,-3.67,-79.65
Alausi,-2.19,-78.85
Yaupi,-2.8543,-77.9363
Quito,-0.215,-78.5001
San Gabriel,0.61,-77.84
Jipijapa,-1.3496,-80.58
Santa Cruz,-0.5333,-90.35
Puerto Villamil,-0.9333,-91.0167
Cayambe,0.0504,-78.16
Salinas,-2.2,-80.98
San Lorenzo,1.2704,-78.8601
Milagro,-2.1796,-79.6
Muisne,0.61,-80.02
Zamora,-4.0696,-78.97
Nueva Loja,0.0906,-76.8884
Manta,-0.98,-80.73
Chone,-0.6896,-80.09
Sangolqui,-0.31,-78.46
Macara,-4.3796,-79.95
Guayaquil,-2.22,-79.92
Ibarra,0.3604,-78.13
Loja,-3.99,-79.21
Babahoyo,-1.7996,-79.54
Portoviejo,-1.06,-80.46
Macas,-2.3096,-78.12
Puyo,-1.483,-77.987
Ambato,-1.2696,-78.62
Tena,-0.9796,-77.81
Puerto Francisco de Orellana,-0.4664,-76.9872
Santo Domingo de los Colorados,-0.253,-79.1754
Santa Elena,-2.2262,-80.8587
Puerto Baquerizo Moreno,-0.9,-89.6
Cuenca,-2.9,-79
Guaranda,-1.61,-79.01
Azogues,-2.74,-78.84
Tulcan,0.822,-77.732
Riobamba,-1.67,-78.65
Latacunga,-0.9296,-78.61
Machala,-3.26,-79.96
Esmeraldas,0.9304,-79.67
Valga,57.7744,26.0453
Viljandi,58.3639,25.59
Tallinn,59.4339,24.728
Kardla,58.9978,22.7492
Rakvere,59.3464,26.3558
Parnu,58.3747,24.5136
Paide,58.8856,25.5572
Jogeva,58.7467,26.3939
Polva,58.0603,27.0694
Tartu,58.3839,26.7099
Rapla,59.0072,24.7928
Kuressaare,58.2481,22.5039
Johvi,59.3592,27.4211
Voru,57.8339,27.0194
Haapsalu,58.9431,23.5414
Kohtla-Jarve,59.4,27.2833
Narva,59.3776,28.1603
Berenice,23.946,35.4842
Beni Mazar,28.4904,30.81
Samalut,28.3004,30.71
El Mansura,31.0504,31.38
Mallawi,27.7304,30.84
El Minya,28.09,30.75
Siwa,29.2,25.5167
Matruh,31.3504,27.23
Qena,26.1505,32.72
Salum,31.567,25.15
El Daba,31.0338,28.4333
El Faiyum,29.31,30.84
Asyut,27.19,31.1799
Bur Safaga,26.7337,33.9333
El Alamein,30.8171,28.95
Kom Ombo,24.47,32.95
El Giza,30.01,31.19
Isna,25.2904,32.5499
El Kharga,25.44,30.55
Qasr Farafra,27.0671,27.9666
Girga,26.3304,31.88
El Qasr,25.7004,28.8833
Hurghada,27.23,33.83
Sohag,26.5504,31.7
El Tur,28.2394,33.6148
Bur Said,31.26,32.29
Tanta,30.7904,31
Ismailia,30.5903,32.26
Suez,30.005,32.5499
Beni Suef,29.0804,31.09
Aswan,24.0875,32.8989
Cairo,30.05,31.25
Dumyat,31.4204,31.82
Zagazig,30.5833,31.5167
Alexandria,31.2,29.95
Shibin el Kom,30.592,30.9
El Arish,31.1249,33.8006
Damanhur,31.0504,30.47
Luxor,25.7,32.65
Rashid,31.4604,30.39
Kafr el Sheikh,31.109,30.936
Benha,30.4667,31.1833
Tessenei,15.1104,36.6575
Mendefera,14.886,38.8163
Assab,13.01,42.73
Agordat,15.549,37.8867
Barentu,15.1058,37.5907
Massawa,15.6101,39.45
Asmara,15.3333,38.9333
Keren,15.6804,38.45
Vitoria,42.85,-2.67
Santander,43.3805,-3.8
Logrono,42.4704,-2.43
Barcelona,41.3833,2.1834
Mataro,41.54,2.45
Oviedo,43.3505,-5.83
Arrecife,28.969,-13.5378
Las Palmas,28.1,-15.43
Toledo,39.867,-4.0167
Lorca,37.6886,-1.6985
Zaragoza,41.65,-0.89
Murcia,37.98,-1.13
Gijon,43.53,-5.67
Linares,38.0833,-3.6334
Cartagena,37.6004,-0.98
Vigo,42.22,-8.73
Valladolid,41.65,-4.75
Santiago de Compostela,42.8829,-8.5411
Merida,38.912,-6.338
Algeciras,36.1267,-5.4665
Marbella,36.5166,-4.8833
Almeria,36.8303,-2.43
Cordoba,37.88,-4.77
Granada,37.165,-3.585
Jaen,37.7704,-3.8
Malaga,36.7204,-4.42
Albacete,39.0003,-1.87
Guadalajara,40.6337,-3.1666
Burgos,42.3504,-3.68
Leon,42.58,-5.57
Salamanca,40.9704,-5.67
Huelva,37.2504,-6.9299
Cadiz,36.535,-6.225
Ceuta,35.889,-5.307
Melilla,35.3,-2.95
Tarragona,41.1204,1.25
Badajoz,38.8804,-6.97
La Coruna,43.33,-8.42
Ourense,42.33,-7.87
Bilbao,43.25,-2.93
Santa Cruz de Tenerife,28.47,-16.25
Seville,37.405,-5.98
Pamplona,42.82,-1.65
Palma,39.5743,2.6542
Valencia,39.485,-0.4
Madrid,40.4,-3.6834
San Sebastian,43.3204,-1.98
Alicante,38.3512,-0.4836
Castello,39.9704,-0.05
Adigrat,14.2804,39.47
Aksum,14.1304,38.72
Gonder,12.61,37.46
Nazret,8.55,39.27
Sodo,6.9,37.75
Asela,7.9504,39.1399
Dila,6.4104,38.31
Nagele,5.3166,39.5833
Dembi Dolo,8.5337,34.8
Dese,11.13,39.63
Bahir Dar,11.6001,37.3833
Hagere Hiywet,8.9804,37.85
Gode,5.95,43.45
Giyon,8.5304,37.97
Shashemene,7.2004,38.59
Hosaina,7.5504,37.85
Nekemte,9.0905,36.53
Yirga Alem,6.7504,38.41
Gore,8.149,35.537
Gimbi,9.167,35.8333
Jima,7.68,36.83
Debre Markos,10.34,37.72
Dolo Bay,4.1833,42.0833
Arba Minch,6.04,37.55
Awasa,7.06,38.477
Asosa,10.067,34.5333
Gambela,8.25,34.5833
Jijiga,9.3504,42.79
Goba,7.01,39.97
Addis Ababa,9.0333,38.7
Bati,11.1837,40.0166
Dire Dawa,9.59,41.86
Mekele,13.5,39.47
Debre Birhan,9.6804,39.53
Harar,9.32,42.15
Semera,11.7956,41.0086
Pori,61.4789,21.7749
